id,region,product,amount_cents
328179,North,Gizmo,724
328189,North,Gizmo,913
328198,North,Gadget,562
328217,North,Widget,768
328222,North,Doohickey,662
328227,North,Doohickey,666
328229,North,Gizmo,669
328233,North,Gadget,934
328260,North,Gadget,770
328266,North,Gadget,574
328267,North,Widget,637
328278,North,Doohickey,571
328282,North,Doohickey,972
328284,North,Widget,992
328292,North,Gizmo,672
328338,North,Doohickey,662
328344,North,Gadget,572
328345,North,Gadget,695
328349,North,Gizmo,655
328360,North,Widget,560
328376,North,Gadget,861
328381,North,Widget,528
328382,North,Doohickey,952
328389,North,Widget,663
328390,North,Widget,867
328403,North,Widget,610
328407,North,Doohickey,653
328415,North,Gadget,702
328419,North,Doohickey,658
328423,North,Gadget,827
328431,North,Widget,911
328432,North,Gizmo,501
328435,North,Widget,894
328439,North,Gadget,783
328447,North,Doohickey,617
328460,North,Doohickey,626
328462,North,Doohickey,834
328465,North,Gizmo,739
328466,North,Doohickey,547
328483,North,Gadget,1000
328486,North,Gizmo,952
328490,North,Gizmo,901
328502,North,Widget,950
328513,North,Doohickey,999
328524,North,Gadget,911
328561,North,Widget,672
328567,North,Widget,516
328570,North,Doohickey,598
328572,North,Gadget,591
328580,North,Gizmo,830
328581,North,Doohickey,767
328592,North,Widget,728
328602,North,Gadget,752
328627,North,Doohickey,622
328628,North,Doohickey,955
328639,North,Gadget,782
328645,North,Doohickey,762
328646,North,Gadget,721
328653,North,Widget,848
328655,North,Widget,542
328662,North,Doohickey,860
328665,North,Gadget,656
328681,North,Doohickey,806
328701,North,Doohickey,583
328713,North,Gizmo,809
328719,North,Widget,996
328721,North,Gizmo,847
328727,North,Doohickey,516
328729,North,Gadget,609
328739,North,Gizmo,844
328777,North,Doohickey,858
328816,North,Gadget,886
328822,North,Gizmo,614
328823,North,Doohickey,828
328833,North,Doohickey,666
328834,North,Gizmo,844
328837,North,Gizmo,980
328844,North,Doohickey,883
328855,North,Gizmo,739
328859,North,Gizmo,682
328862,North,Gadget,906
328867,North,Gadget,924
328874,North,Gizmo,621
328880,North,Widget,597
328885,North,Gadget,769
328886,North,Gadget,588
328890,North,Widget,516
328900,North,Doohickey,529
328902,North,Doohickey,672
328909,North,Doohickey,714
328912,North,Doohickey,857
328916,North,Widget,927
328927,North,Widget,536
328933,North,Gizmo,697
328954,North,Widget,882
328955,North,Gadget,951
328959,North,Gizmo,598
328962,North,Doohickey,526
328969,North,Gadget,706
328971,North,Gadget,894
328972,North,Gizmo,630
